,Year,Community_ID,Community_Name,Community_County,Community_FIPS_Code,Community_Region,Community_State,Community_Zip,Community_Population,Community_Median_Income,Shelter_ID,Shelter_Name,Org_Count,Shelter_Zip,Shelter_Type,Community_Lead,Begin_Count_D,Intake_Pub_H_D,Intake_Pub_TR_D,Intake_Pub_TM_D,Intake_Pub_UU_D,Intake_Pub_Total_D,Intake_In_Comm_H_D,Intake_In_Comm_TR_D,Intake_In_Comm_TM_D,Intake_In_Comm_UU_D,Intake_In_Comm_Total_D,Intake_Out_Comm_H_D,Intake_Out_Comm_TR_D,Intake_Out_Comm_TM_D,Intake_Out_Comm_UU_D,Intake_Out_Comm_Total_D,Intake_ORE_H_D,Intake_ORE_TR_D,Intake_ORE_TM_D,Intake_ORE_UU_D,Intake_ORE_Total_D,Total_Intake_D,ORE_Intake_UU_D,Total_Intake_Adj_D,Adoption_H_D,Adoption_TR_D,Adoption_TM_D,Adoption_UU_D,Total_Adoptions_D,Transfer_In_Comm_H_D,Transfer_In_Comm_TR_D,Transfer_In_Comm_TM_D,Transfer_In_Comm_UU_D,Transfer_In_Comm_Total_D,Transfer_Out_Comm_H_D,Transfer_Out_Comm_TR_D,Transfer_Out_Comm_TM_D,Transfer_Out_Comm_UU_D,Transfer_Out_Comm_Total_D,RTO_D,Return_Habitat_D,Euth_H_D,Euth_TR_D,Euth_TM_D,Euth_UU_D,Total_Euth_D,ORE_Euth_UU_D,Total_Euth_Adj_D,Sub_Outcomes_D,Died_Lost_D,Total_Outcomes_D,End_Count_D,Begin_Count_C,Intake_Pub_H_C,Intake_Pub_TR_C,Intake_Pub_TM_C,Intake_Pub_UU_C,Intake_Pub_Total_C,Intake_In_Comm_H_C,Intake_In_Comm_TR_C,Intake_In_Comm_TM_C,Intake_In_Comm_UU_C,Intake_In_Comm_Total_C,Intake_Out_Comm_H_C,Intake_Out_Comm_TR_C,Intake_Out_Comm_TM_C,Intake_Out_Comm_UU_C,Intake_Out_Comm_Total_C,Intake_ORE_H_C,Intake_ORE_TR_C,Intake_ORE_TM_C,Intake_ORE_UU_C,Intake_ORE_Total_C,Total_Intake_C,ORE_Intake_UU_C,Total_Intake_Adj_C,Adoption_H_C,Adoption_TR_C,Adoption_TM_C,Adoption_UU_C,Total_Adoptions_C,Transfer_In_Comm_H_C,Transfer_In_Comm_TR_C,Transfer_In_Comm_TM_C,Transfer_In_Comm_UU_C,Transfer_In_Comm_Total_C,Transfer_Out_Comm_H_C,Transfer_Out_Comm_TR_C,Transfer_Out_Comm_TM_C,Transfer_Out_Comm_UU_C,Transfer_Out_Comm_Total_C,RTO_C,Return_Habitat_C,Euth_H_C,Euth_TR_C,Euth_TM_C,Euth_UU_C,Total_Euth_C,ORE_Euth_UU_C,Total_Euth_Adj_C,Sub_Outcomes_C,Died_Lost_C,Total_Outcomes_C,End_Count_C
327,2013,WASHO,Washoe County,Washoe,32031,West,NV,89570,433731,53588,PNAFN,Pet Network Animal Friends of Nevada,1,89451,AG,N,28.0,64.0,14.0,4.0,0.0,82.0,57.0,6.0,0.0,0.0,63.0,56.0,35.0,2.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,238.0,164.0,32.0,4.0,0.0,200.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,7.0,246.0,20.0,90.0,18.0,8.0,1.0,0.0,27.0,24.0,2.0,0.0,0.0,26.0,83.0,10.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,146.0,150.0,23.0,2.0,0.0,175.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,179.0,6.0,185.0,51.0
328,2013,WASHO,Washoe County,Washoe,32031,West,NV,89570,433731,53588,SPCANN,SPCA of Northern Nevada,1,89570,AG,Y,30.0,281.0,3.0,4.0,0.0,288.0,188.0,0.0,3.0,0.0,191.0,413.0,1.0,1.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,894.0,0.0,894.0,870.0,2.0,7.0,0.0,879.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,888.0,6.0,894.0,30.0,73.0,198.0,1.0,2.0,0.0,201.0,287.0,1.0,2.0,0.0,290.0,318.0,0.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,809.0,0.0,809.0,780.0,3.0,3.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,11.0,801.0,8.0,809.0,73.0
329,2013,WASHO,Washoe County,Washoe,32031,West,NV,89570,433731,53588,WCRAS,Washoe County Regional Animal Services,1,89520,AC,N,86.0,6033.0,832.0,192.0,463.0,7520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,152.0,7672.0,152.0,7520.0,0.0,0.0,0.0,0.0,0.0,1948.0,355.0,43.0,37.0,2383.0,140.0,81.0,6.0,34.0,261.0,4301.0,0.0,0.0,0.0,3.0,713.0,716.0,152.0,564.0,7509.0,9.0,7518.0,66.0,34.0,1504.0,1487.0,45.0,1073.0,4109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,4166.0,57.0,4109.0,0.0,0.0,0.0,0.0,0.0,1310.0,1416.0,835.0,109.0,3670.0,2.0,1.0,0.0,2.0,5.0,266.0,0.0,0.0,0.0,0.0,192.0,192.0,57.0,135.0,4076.0,33.0,4109.0,20.0
330,2013,ERIE,Erie County,Erie,36029,Northeast,NY,14150,919866,51245,BDSC,Black Dog Second Chance,1,14150,AG,N,23.0,7.0,1.0,2.0,0.0,10.0,3.0,9.0,2.0,0.0,14.0,25.0,19.0,1.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,36.0,28.0,8.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,81.0,4.0,85.0,16.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,2.0
331,2013,ERIE,Erie County,Erie,36029,Northeast,NY,14150,919866,51245,BCAS,Buffalo City Animal Shelter,1,14150,AC,N,73.0,1302.0,351.0,25.0,118.0,1796.0,4.0,4.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,1908.0,103.0,1805.0,613.0,169.0,8.0,0.0,790.0,160.0,0.0,0.0,0.0,160.0,86.0,0.0,0.0,0.0,86.0,363.0,0.0,0.0,6.0,0.0,428.0,434.0,103.0,331.0,1730.0,11.0,1741.0,135.0,49.0,1125.0,392.0,19.0,46.0,1582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,1618.0,36.0,1582.0,267.0,123.0,0.0,0.0,390.0,1036.0,1.0,1.0,0.0,1038.0,8.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0,0.0,126.0,129.0,36.0,93.0,1532.0,9.0,1541.0,96.0
332,2013,ERIE,Erie County,Erie,36029,Northeast,NY,14150,919866,51245,ECSPCA,Erie County SPCA,1,14150,TS,Y,143.0,1595.0,868.0,198.0,105.0,2766.0,112.0,10.0,1.0,0.0,123.0,288.0,4.0,6.0,2.0,300.0,0.0,1.0,0.0,898.0,899.0,4088.0,895.0,3193.0,1109.0,859.0,390.0,1.0,2359.0,2.0,2.0,1.0,5.0,10.0,13.0,16.0,18.0,2.0,49.0,321.0,0.0,0.0,0.0,0.0,1345.0,1345.0,895.0,450.0,3189.0,24.0,3213.0,120.0,232.0,2516.0,2618.0,129.0,363.0,5626.0,1.0,2.0,1.0,0.0,4.0,6.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,747.0,748.0,6385.0,743.0,5642.0,1752.0,2272.0,146.0,3.0,4173.0,9.0,5.0,5.0,1.0,20.0,13.0,13.0,14.0,1.0,41.0,308.0,0.0,0.0,0.0,1.0,1579.0,1580.0,743.0,837.0,5379.0,207.0,5586.0,280.0
333,2013,ERIE,Erie County,Erie,36029,Northeast,NY,14150,919866,51245,H,Heart,1,14150,AG,N,0.0,12.0,6.0,1.0,1.0,20.0,12.0,6.0,0.0,1.0,19.0,26.0,13.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,31.0,7.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,39.0,1.0,40.0,38.0,137.0,189.0,126.0,0.0,2.0,317.0,196.0,121.0,3.0,3.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,640.0,362.0,185.0,6.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,37.0,593.0,178.0
334,2013,ERIE,Erie County,Erie,36029,Northeast,NY,14150,919866,51245,SCSN,Second Chance Sheltering Network,1,14150,AG,N,1.0,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,66.0,74.0,272.0,0.0,0.0,346.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,97.0,312.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,26.0,435.0,55.0
335,2013,ERIE,Erie County,Erie,36029,Northeast,NY,14150,919866,51245,TLC,Ten Lives Club,1,14150,AG,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,477.0,457.0,17.0,4.0,955.0,155.0,467.0,14.0,3.0,639.0,6.0,7.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1608.0,0.0,1608.0,616.0,823.0,31.0,0.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,1484.0,34.0,1518.0,481.0
336,2013,NEWYO,New York City,999,3651000,Northeast,NY,10007,8405837,52223,ACCNYC,Animal Care and Control of NYC,1,10007,AC,Y,264.0,7002.0,1427.0,834.0,1002.0,10265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,45.0,782.0,851.0,11116.0,782.0,10334.0,2182.0,163.0,30.0,0.0,2375.0,2530.0,686.0,88.0,0.0,3304.0,1058.0,343.0,76.0,0.0,1477.0,1232.0,0.0,0.0,235.0,597.0,1769.0,2601.0,782.0,1819.0,10207.0,62.0,10269.0,260.0,283.0,11696.0,3447.0,1021.0,1291.0,17455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,452.0,490.0,17945.0,452.0,17493.0,3362.0,276.0,91.0,0.0,3729.0,6324.0,2781.0,281.0,0.0,9386.0,393.0,130.0,42.0,0.0,565.0,292.0,3.0,0.0,462.0,605.0,2456.0,3523.0,452.0,3071.0,17046.0,236.0,17282.0,459.0
337,2013,NEWYO,New York City,999,3651000,Northeast,NY,10007,8405837,52223,NYAG,NYC Adoption Guarantee Summary,107,10018,AG,N,1372.0,2759.0,1277.0,227.0,4.0,4267.0,1435.0,1592.0,274.0,3.0,3304.0,437.0,1377.0,160.0,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,9545.0,0.0,9545.0,5475.0,2946.0,362.0,0.0,8783.0,65.0,13.0,2.0,0.0,80.0,11.0,2.0,4.0,6.0,23.0,91.0,0.0,0.0,0.0,0.0,176.0,176.0,0.0,176.0,9153.0,88.0,9241.0,1676.0,3988.0,6378.0,2518.0,3623.0,17.0,12536.0,4208.0,4616.0,553.0,9.0,9386.0,234.0,255.0,31.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,22442.0,0.0,22442.0,13023.0,2505.0,399.0,0.0,15927.0,99.0,47.0,19.0,10.0,175.0,201.0,90.0,125.0,11.0,427.0,2020.0,2320.0,0.0,0.0,0.0,404.0,404.0,0.0,404.0,21273.0,689.0,21962.0,4468.0
338,2013,TOMPK,Tompkins County,Tompkins,36109,Northeast,NY,14850,103617,48516,TCSPCA,Tompkins County SPCA,1,14850,AC,Y,29.0,27.0,415.0,7.0,9.0,458.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,0.0,0.0,62.0,0.0,1.0,0.0,6.0,7.0,527.0,7.0,520.0,7.0,330.0,4.0,14.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,128.0,0.0,0.0,0.0,0.0,47.0,47.0,7.0,40.0,525.0,0.0,525.0,24.0,89.0,21.0,791.0,8.0,482.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1310.0,8.0,1302.0,22.0,655.0,10.0,388.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,112.0,112.0,8.0,104.0,1249.0,21.0,1270.0,121.0
339,2013,PORTL,Portland Metro Area,Multnomah,99999,West,OR,97140,2153211,60413,CAT,Cat Adoption Team,1,97140,AG,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,179.0,151.0,13.0,5.0,348.0,686.0,497.0,12.0,2.0,1197.0,407.0,336.0,17.0,1.0,761.0,0.0,0.0,0.0,6.0,6.0,2312.0,6.0,2306.0,870.0,1320.0,59.0,13.0,2262.0,4.0,3.0,2.0,1.0,10.0,1.0,9.0,2.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,21.0,21.0,6.0,15.0,2305.0,9.0,2314.0,134.0
340,2013,PORTL,Portland Metro Area,Multnomah,99999,West,OR,97140,2153211,60413,CCDS,Clackamas County Dog Services,1,97140,AC,N,40.0,422.0,418.0,191.0,128.0,1159.0,1.0,10.0,7.0,0.0,18.0,8.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,1189.0,2.0,1187.0,154.0,205.0,79.0,13.0,451.0,11.0,16.0,5.0,0.0,32.0,9.0,26.0,13.0,5.0,53.0,528.0,0.0,0.0,0.0,4.0,120.0,124.0,2.0,122.0,1186.0,2.0,1188.0,39.0,0.0,5.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
341,2013,PORTL,Portland Metro Area,Multnomah,99999,West,OR,97140,2153211,60413,SWWH,Humane Society for Southwest Washington,1,97140,AC,N,105.0,1798.0,152.0,211.0,79.0,2240.0,9.0,0.0,3.0,0.0,12.0,327.0,1.0,0.0,0.0,328.0,0.0,0.0,0.0,315.0,315.0,2895.0,315.0,2580.0,1136.0,161.0,154.0,27.0,1478.0,1.0,1.0,4.0,4.0,10.0,42.0,15.0,20.0,9.0,86.0,783.0,0.0,0.0,0.0,14.0,490.0,504.0,315.0,189.0,2546.0,3.0,2549.0,136.0,170.0,2084.0,429.0,223.0,559.0,3295.0,20.0,0.0,4.0,0.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,265.0,265.0,3585.0,265.0,3320.0,814.0,911.0,199.0,118.0,2042.0,64.0,59.0,11.0,17.0,151.0,75.0,107.0,24.0,46.0,252.0,76.0,13.0,0.0,0.0,52.0,986.0,1038.0,265.0,773.0,3307.0,36.0,3343.0,147.0
342,2013,PORTL,Portland Metro Area,Multnomah,99999,West,OR,97140,2153211,60413,MUCAS,Multnomah County Animal Services,1,97060,AC,N,74.0,839.0,982.0,490.0,355.0,2666.0,60.0,2.0,2.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2739.0,9.0,2730.0,284.0,308.0,166.0,32.0,790.0,66.0,38.0,14.0,10.0,128.0,79.0,124.0,67.0,48.0,318.0,1282.0,0.0,0.0,0.0,44.0,163.0,207.0,9.0,198.0,2716.0,3.0,2719.0,85.0,52.0,1451.0,761.0,192.0,639.0,3043.0,5.0,12.0,0.0,0.0,17.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,11.0,3073.0,11.0,3062.0,411.0,236.0,91.0,23.0,761.0,517.0,186.0,86.0,302.0,1091.0,227.0,207.0,8.0,28.0,470.0,151.0,25.0,0.0,0.0,71.0,463.0,534.0,11.0,523.0,3021.0,11.0,3032.0,82.0
343,2013,PORTL,Portland Metro Area,Multnomah,99999,West,OR,97140,2153211,60413,OHS,Oregon Humane Society,1,97211,AG,N,119.0,625.0,902.0,537.0,96.0,2160.0,80.0,83.0,31.0,8.0,202.0,2244.0,794.0,159.0,32.0,3229.0,4.0,1.0,3.0,508.0,516.0,6107.0,508.0,5599.0,2408.0,1851.0,776.0,126.0,5161.0,53.0,11.0,2.0,0.0,66.0,7.0,56.0,25.0,5.0,93.0,77.0,0.0,0.0,0.0,0.0,557.0,557.0,508.0,49.0,5446.0,20.0,5466.0,252.0,156.0,2143.0,1675.0,181.0,179.0,4178.0,306.0,175.0,21.0,21.0,523.0,557.0,180.0,10.0,6.0,753.0,0.0,0.0,1.0,466.0,467.0,5921.0,466.0,5455.0,2634.0,2234.0,229.0,117.0,5214.0,43.0,3.0,2.0,0.0,48.0,0.0,6.0,1.0,0.0,7.0,50.0,0.0,0.0,0.0,0.0,563.0,563.0,466.0,97.0,5416.0,80.0,5496.0,115.0
344,2013,PORTL,Portland Metro Area,Multnomah,99999,West,OR,97140,2153211,60413,WCAS,Washington County Animal Services,1,97140,AC,N,29.0,966.0,471.0,124.0,235.0,1796.0,0.0,5.0,1.0,4.0,10.0,4.0,7.0,0.0,0.0,11.0,0.0,0.0,1.0,22.0,23.0,1840.0,22.0,1818.0,129.0,159.0,35.0,24.0,347.0,12.0,39.0,8.0,11.0,70.0,7.0,54.0,25.0,43.0,129.0,1136.0,0.0,0.0,0.0,23.0,132.0,155.0,22.0,133.0,1815.0,2.0,1817.0,30.0,36.0,596.0,875.0,102.0,349.0,1922.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,2.0,1936.0,1.0,1935.0,314.0,324.0,38.0,31.0,707.0,160.0,263.0,9.0,27.0,459.0,2.0,48.0,21.0,95.0,166.0,95.0,0.0,0.0,0.0,74.0,405.0,479.0,1.0,478.0,1905.0,23.0,1928.0,43.0
345,2013,DALLA,Dallas (City),999,99999,South,TX,75212,1257676,41978,CM,Cat Matchers,1,75212,AG,N,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,109.0,52.0,84.0,6.0,25.0,167.0,5.0,24.0,1.0,17.0,47.0,22.0,92.0,3.0,33.0,150.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,364.0,80.0,182.0,14.0,2.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,23.0,304.0,58.0,362.0,111.0
346,2013,DALLA,Dallas (City),999,99999,South,TX,75212,1257676,41978,DALAS,Dallas Animal Services,1,75212,AC,N,355.0,2401.0,11582.0,3494.0,2675.0,20152.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,9.0,140.0,85.0,390.0,624.0,20780.0,390.0,20390.0,1559.0,3174.0,750.0,114.0,5597.0,109.0,145.0,22.0,13.0,289.0,227.0,1137.0,471.0,93.0,1928.0,1491.0,0.0,22.0,3012.0,2232.0,5930.0,11196.0,556.0,10640.0,19945.0,174.0,20119.0,455.0,53.0,555.0,3756.0,1021.0,1676.0,7008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,66.0,91.0,7099.0,66.0,7033.0,371.0,726.0,110.0,50.0,1257.0,23.0,92.0,33.0,26.0,174.0,44.0,593.0,183.0,159.0,979.0,77.0,0.0,7.0,866.0,521.0,3117.0,4511.0,84.0,4427.0,6914.0,60.0,6974.0,66.0
347,2013,DALLA,Dallas (City),999,99999,South,TX,75212,1257676,41978,FFCCA,Feral Friends Community Cat Alliance,1,75212,AG,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,194.0,78.0,1.0,1.0,274.0,2.0,4.0,0.0,0.0,6.0,7.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,289.0,177.0,48.0,2.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,40.0,304.0,139.0
348,2013,DALLA,Dallas (City),999,99999,South,TX,75212,1257676,41978,HSDC,Humane Society of Dallas County,1,75212,AG,N,22.0,9.0,4.0,0.0,0.0,13.0,7.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,8.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,15.0,31.0,175.0,164.0,126.0,27.0,3.0,320.0,27.0,27.0,32.0,0.0,86.0,18.0,30.0,5.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,459.0,361.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,70.0,436.0,198.0
349,2013,DALLA,Dallas (City),999,99999,South,TX,75212,1257676,41978,SPCAT,SPCA of Texas,1,75212,TS,Y,38.0,11.0,1987.0,90.0,5.0,2093.0,0.0,242.0,1.0,0.0,243.0,9.0,736.0,12.0,7.0,764.0,6.0,141.0,11.0,165.0,323.0,3423.0,165.0,3258.0,1.0,2400.0,42.0,4.0,2447.0,0.0,57.0,2.0,1.0,60.0,5.0,79.0,16.0,0.0,100.0,30.0,0.0,1.0,437.0,46.0,235.0,719.0,165.0,554.0,3191.0,10.0,3201.0,96.0,40.0,7.0,1156.0,63.0,2.0,1228.0,0.0,113.0,0.0,0.0,113.0,1.0,278.0,3.0,0.0,282.0,0.0,68.0,1.0,61.0,130.0,1753.0,61.0,1692.0,1.0,1256.0,26.0,2.0,1285.0,0.0,12.0,9.0,1.0,22.0,0.0,106.0,8.0,0.0,114.0,16.0,0.0,0.0,187.0,24.0,86.0,297.0,61.0,236.0,1673.0,9.0,1682.0,44.0
350,2013,TRAVI,Travis County,Travis,453,South,TX,78721,1120954,60464,AUAS,Austin Animal Services,1,78721,AC,Y,434.0,8356.0,403.0,917.0,355.0,10031.0,279.0,11.0,16.0,6.0,312.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,66.0,10410.0,66.0,10344.0,3879.0,171.0,248.0,52.0,4350.0,1883.0,168.0,366.0,98.0,2515.0,226.0,1.0,5.0,9.0,241.0,2470.0,0.0,0.0,0.0,0.0,716.0,716.0,58.0,658.0,10234.0,35.0,10269.0,517.0,375.0,6203.0,243.0,262.0,165.0,6873.0,259.0,12.0,20.0,10.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,7201.0,27.0,7174.0,2849.0,74.0,51.0,7.0,2981.0,2885.0,172.0,200.0,98.0,3355.0,155.0,7.0,4.0,1.0,167.0,267.0,0.0,0.0,0.0,0.0,524.0,524.0,22.0,502.0,7272.0,67.0,7339.0,215.0
351,2013,TRAVI,Travis County,Travis,453,South,TX,78721,1120954,60464,AUHS,Austin Humane Society,1,78752,AG,N,61.0,641.0,373.0,140.0,12.0,1166.0,533.0,133.0,4.0,0.0,670.0,85.0,102.0,6.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,2029.0,0.0,2029.0,1031.0,589.0,29.0,0.0,1649.0,181.0,46.0,12.0,0.0,239.0,0.0,0.0,1.0,0.0,1.0,101.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,40.0,2030.0,6.0,2036.0,54.0,136.0,1095.0,756.0,5301.0,9.0,7161.0,407.0,109.0,887.0,0.0,1403.0,129.0,95.0,0.0,2.0,226.0,0.0,0.0,0.0,0.0,0.0,8790.0,0.0,8790.0,1301.0,885.0,96.0,0.0,2282.0,129.0,44.0,3.0,0.0,176.0,54.0,0.0,2.0,0.0,56.0,85.0,6009.0,0.0,0.0,0.0,119.0,119.0,0.0,119.0,8727.0,86.0,8813.0,113.0
